,Unnamed: 0.1,Unnamed: 0,file,rubrics,keywords,title,city,genre,date,texts,tokens
25135103,2452895,2452895,47044062.xml,wi,EZB Zinsen Konjunktur,"(Aktualisierung: 9. Absatz ergänzt nach Pk Draghi) (KORR-Bericht) Halbzeit für Super-Mario: Streitbarer Währungshüter mit Mut zu Neuem Von Harald Schmidt und Jörn Bender, dpa (Foto - Archiv).",Frankfurt/Main,KORR-Bericht,2015-10-22,"Als sich mehrere Euroländer nur noch sehr teuer frisches Geld an den Märkten besorgen konnten, beruhigte der Italiener im Sommer 2012 mit wenigen Worte die zum Zerreißen gespannte Lage: «Die EZB ist bereit, im Rahmen ihres Mandats alles zu tun, was nötig ist, um den Euro zu retten.","[['mehr', 'euroland', 'teu', 'frisch', 'geld', 'markt', 'besorg', 'konnt', 'beruhigt', 'itali', 'somm', 'wenig', 'wort', 'zerreiss', 'gespannt', 'lag', '«', 'ezb', 'bereit', 'rahm', 'mandat', 'tun', 'notig', 'euro', 'rett']]"
25135158,2452950,2452950,47044285.xml,wi,EZB Zinsen Konjunktur,(Zitat) Der EZB-Krisenkurs unter Mario Draghi seit 2011 in Zitaten (Foto - Archiv).,Frankfurt/Main,Zitat,2015-10-22,"Und glauben Sie mir: Es wird genug sein.» (Draghi am 26.7.2012 in London) «Der EZB-Rat erwartet, dass die Zinssätze der EZB für einen längeren Zeitraum auf dem aktuellen Niveau oder darunter bleiben werden.» (Draghi legt sich nach der EZB-Sitzung vom 4.7.2013 erstmals in der Geschichte der Notenbank auf künftige Zinsentscheidungen fest) «Wenn wir Deflation verstehen als einen weit verbreiteten Verfall von Preisen in vielen Warengruppen und in mehreren Ländern - das sehen wir nicht.» (Draghi am 7.11.2013 nach der Senkung des Leitzinses von 0,5 Prozent auf 0,25 Prozent) «Ich bin sehr bewegt von Helmut Schmidts Worten und sollte dafür wirklich dankbar sein.","[['glaub', 'genug', '»', 'draghi', 'london', '«', 'ezbrat', 'erwartet', 'zinssatz', 'ezb', 'lang', 'zeitraum', 'aktuell', 'niveau', 'darunt', 'bleib', '»', 'draghi', 'legt', 'ezbsitz', 'erstmal', 'geschicht', 'notenbank', 'kunftig', 'zinsentscheid', 'fest', '«', 'deflation', 'versteh', 'weit', 'verbreitet', 'verfall', 'preis', 'viel', 'warengrupp', 'mehr', 'land', 'seh', 'nicht', '»', 'draghi', 'senkung', 'leitzins', 'prozent', 'prozent', '«', 'bewegt', 'helmut', 'schmidt', 'wort', 'dafur', 'wirklich', 'dankbar']]"
25135160,2452952,2452952,47044285.xml,wi,EZB Zinsen Konjunktur,(Zitat) Der EZB-Krisenkurs unter Mario Draghi seit 2011 in Zitaten (Foto - Archiv).,Frankfurt/Main,Zitat,2015-10-22,"Schmidt hatte gesagt, auf Draghi könne man sich verlassen) «Der EZB-Rat ist sich einig, dass die EZB gegebenenfalls auch weitere unkonventionelle Maßnahmen im Rahmen ihres Mandats einsetzen wird, um die Risiken einer zu langen Periode niedriger Inflationsraten in den Griff zu bekommen.» (Draghi nach der Sitzung des EZB-Rates am 3.4.2014 in Frankfurt) «Wir werden nicht zulassen, dass die Inflation zu lange auf zu niedrigem Niveau bleibt.» (Draghi am 26.5.2014 bei einer EZB-Konferenz im portugiesischen Sintra) «Das ist ein bedeutendes Maßnahmenpaket.","[['schmidt', 'gesagt', 'draghi', 'konn', 'verlass', '«', 'ezbrat', 'ezb', 'gegebenenfall', 'weit', 'unkonventionell', 'massnahm', 'rahm', 'mandat', 'einsetz', 'risik', 'lang', 'period', 'niedrig', 'inflationsrat', 'griff', 'bekomm', '»', 'draghi', 'sitzung', 'ezbrat', 'frankfurt', '«', 'nicht', 'zulass', 'inflation', 'lang', 'niedrig', 'niveau', 'bleibt', '»', 'draghi', 'ezbkonferenz', 'portugies', 'sintra', '«', 'bedeut', 'massnahmenpaket']]"
25136442,2454234,2454234,47050439.xml,wi,EZB Zinsen,Draghi: EZB prüft Ausdehnung des Anleihenprogramms im Dezember (Foto - Archiv).,Malta/Frankfurt,Meldung,2015-10-22,Malta/Frankfurt Die Europäische Zentralbank (EZB) hält sich im Kampf gegen die niedrige Inflation eine Ausweitung ihrer Geldschwemme offen.,"[['maltafrankfurt', 'europa', 'zentralbank', 'ezb', 'halt', 'kampf', 'niedrig', 'inflation', 'ausweit', 'geldschwemm', 'off']]"
25138569,2456361,2456361,47059993.xml,wi,Börsen,(Zusammenfassung 1000) Billiggeld-Rallye im Dax geht weiter.,Frankfurt/Main,Zusammenfassung,2015-10-23,Die EZB hat im Kampf gegen niedrige Inflation und zunehmende wirtschaftliche Risiken eine weitere geldpolitische Lockerung im Dezember in Aussicht gestellt.,"[['ezb', 'kampf', 'niedrig', 'inflation', 'zunehm', 'wirtschaft', 'risik', 'weit', 'geldpolit', 'locker', 'dezemb', 'aussicht', 'gestellt']]"
25140061,2457853,2457853,47065961.xml,wi,Währung Euro,(Wiederholung) (Zusammenfassung 1715) Euro mit der Aussicht auf neue EZB-Geldflut weiter auf Talfahrt.,Frankfurt/Main,Zusammenfassung,2015-10-23,"Seitdem EZB-Präsident Mario Draghi am Donnerstagnachmittag ein weiteres Öffnen der Geldschleusen wegen Konjunkturrisiken und einer zu niedrigen Inflation signalisiert hatte, ist der Kurs des Euro um etwa drei Cent gefallen.","[['seitd', 'ezbprasident', 'mario', 'draghi', 'donnerstagnachmittag', 'weit', 'offn', 'geldschleus', 'weg', 'konjunkturris', 'niedrig', 'inflation', 'signalisiert', 'kur', 'euro', 'etwa', 'drei', 'cent', 'gefall']]"
25141702,2459494,2459494,47072252.xml,wi,EZB Zinsen,(Zusammenfassung 1200) EZB will Geldschleusen weiter öffnen - Ökonomen skeptisch.,Frankfurt/Main,Zusammenfassung,2015-10-24,"Die EZB habe erst ein Drittel ihrer angekündigten Käufe von Staatsanleihen und anderen Vermögenswerten (QE) im Wert von 1,1 Billionen Euro getätigt: «Und bisher ist unklar, ob die niedrigen Inflationsraten ein Fluch oder ein Segen für die Eurozone sind.» Denn dass der Einbruch der Ölpreise der Hauptgrund dafür sind, dass die Teuerung im September auf minus 0,1 Prozent sank, wird von den Währungshütern ebenso wenig bestritten wie der positive Effekt dieser Entwicklung.","[['ezb', 'erst', 'drittel', 'angekundigt', 'kauf', 'staatsanleih', 'vermogenswert', 'qe', 'wert', 'billion', 'euro', 'getatigt', '«', 'bish', 'unklar', 'niedrig', 'inflationsrat', 'fluch', 'seg', 'eurozon', '»', 'einbruch', 'olpreis', 'hauptgrund', 'dafur', 'teuer', 'septemb', 'minus', 'prozent', 'sank', 'wahrungshut', 'ebenso', 'wenig', 'bestritt', 'positiv', 'effekt', 'entwickl']]"
25149684,2467476,2467476,47108581.xml,wi,Währung USA Italien Deutschland Frankreich,(Zusammenfassung 1700) Euro auf Zickzackkurs - durchwachsene Signale aus Eurozone und USA.,Frankfurt/Main,Zusammenfassung,2015-10-27,"Im Kampf gegen die niedrige Inflation prüfe die Notenbank ohne Tabus alle denkbaren Instrumente, sagte EZB-Direktoriumsmitglied Peter Praet in einem am Dienstag veröffentlichten Interview.","[['kampf', 'niedrig', 'inflation', 'pruf', 'notenbank', 'ohn', 'tabus', 'denkbar', 'instrument', 'sagt', 'ezbdirektoriumsmitglied', 'pet', 'praet', 'dienstag', 'veroffentlicht', 'interview']]"
25155818,2473610,2473610,47132874.xml,wi,Preise Verbraucher,Verbraucherpreise im Oktober wieder gestiegen (Foto - Archiv).,Wiesbaden,Meldung,2015-10-29,"Damit bleibt die Inflation weit von der Zielmarke der Europäischen Zentralbank (EZB) entfernt, die mittelfristig Raten von knapp unter 2,0 Prozent anstrebt.","[['bleibt', 'inflation', 'weit', 'zielmark', 'europa', 'zentralbank', 'ezb', 'entfernt', 'mittelfrist', 'rat', 'knapp', 'prozent', 'anstrebt']]"
25156160,2473952,2473952,47134038.xml,wi,Preise Verbraucher,(Zusammenfassung 1515) Verbraucherpreise in Deutschland steigen wieder moderat (Foto - Archiv).,Wiesbaden,Zusammenfassung,2015-10-29,"Insgesamt bleibt die Inflation trotz des Anstiegs weit von der Zielmarke der Europäischen Zentralbank (EZB) entfernt, die mittelfristig Raten von knapp unter 2,0 Prozent anstrebt.","[['insgesamt', 'bleibt', 'inflation', 'trotz', 'anstieg', 'weit', 'zielmark', 'europa', 'zentralbank', 'ezb', 'entfernt', 'mittelfrist', 'rat', 'knapp', 'prozent', 'anstrebt']]"
25157603,2475395,2475395,47139372.xml,wi,Zentralbanken Konjunktur Japan,(Überblick 0445) Japans Zentralbank bleibt auf Kurs.,Tokio,Überblick,2015-10-30,"Die Entscheidung erfolgte, nachdem der Präsident der Europäischen Zentralbank (EZB), Mario Draghi, die Märkte kürzlich auf eine weitere Öffnung der Geldschleusen eingestimmt hatte: «Wir haben den Willen und die Fähigkeit alle Instrumente einzusetzen, wenn das nötig ist.» Japans Notenbanker kämpfen darum, nach fast zwei Jahrzehnten der Deflation mit stetig fallenden Preisen ein Inflationsziel von zwei Prozent zu erreichen.","[['entscheid', 'erfolgt', 'nachd', 'prasident', 'europa', 'zentralbank', 'ezb', 'mario', 'draghi', 'markt', 'kurzlich', 'weit', 'offnung', 'geldschleus', 'eingestimmt', '«', 'will', 'fahig', 'instrument', 'einzusetz', 'notig', '»', 'japan', 'notenbank', 'kampf', 'darum', 'fast', 'zwei', 'jahrzehnt', 'deflation', 'stetig', 'fallend', 'preis', 'inflationsziel', 'zwei', 'prozent', 'erreich']]"
25158672,2476464,2476464,47143270.xml,wi,EU Preise Verbraucher,Statistiker sehen Aufwärtstrend bei Verbraucherpreisen (Foto-Archiv).,Luxemburg,Meldung,2015-10-30,"Mit 0,0 Prozent liegt die Inflation im gemeinsamen Währungsraum weiter deutlich unter dem Zielwert der EZB für die Preisstabilität.","[['prozent', 'liegt', 'inflation', 'gemeinsam', 'wahrungsraum', 'deutlich', 'zielwert', 'ezb', 'preisstabilitat']]"
25176561,2494353,2494353,47214123.xml,wi,EU Konjunktur,(Zusammenfassung 1430) Wachstumsrisiken für Eurozone - Brüssel und Zentralbank warnen (Grafik Nr. 23284).,Brüssel/Frankfurt,Zusammenfassung,2015-11-05,Die Inflation wird nach Einschätzung von Kommission und EZB zunächst schwach bleiben.,"[['inflation', 'einschatz', 'kommission', 'ezb', 'zunach', 'schwach', 'bleib']]"
25197569,2515361,2515361,47286474.xml,wi,Preise Verbraucher,"(Aktualisierung: Aktualisiert mit aktuellen Inflationszahlen) (Fragen & Antworten) Gute Kunde für Verbraucher: Preisauftrieb bleibt schwach Von Harald Schmidt und Jörn Bender, dpa.",Frankfurt/Main,Fragen  Antworten,2015-11-12,"Obwohl die Europäische Zentralbank (EZB) die Zinsen im Euroraum quasi abgeschafft hat und unfassbar viel Geld in die Märkte pumpt, bleibt die Inflation im Keller.","[['obwohl', 'europa', 'zentralbank', 'ezb', 'zins', 'euroraum', 'quasi', 'abgeschafft', 'unfassbar', 'geld', 'markt', 'pumpt', 'bleibt', 'inflation', 'kell']]"
25197586,2515378,2515378,47286474.xml,wi,Preise Verbraucher,"(Aktualisierung: Aktualisiert mit aktuellen Inflationszahlen) (Fragen & Antworten) Gute Kunde für Verbraucher: Preisauftrieb bleibt schwach Von Harald Schmidt und Jörn Bender, dpa.",Frankfurt/Main,Fragen  Antworten,2015-11-12,"Auch Schuldner leiden unter einer geringen Inflation, wie EZB-Vize Vítor Constâncio betont.","[['schuldn', 'leid', 'gering', 'inflation', 'ezbviz', 'vítor', 'constâncio', 'betont']]"
25197613,2515405,2515405,47286474.xml,wi,Preise Verbraucher,"(Aktualisierung: Aktualisiert mit aktuellen Inflationszahlen) (Fragen & Antworten) Gute Kunde für Verbraucher: Preisauftrieb bleibt schwach Von Harald Schmidt und Jörn Bender, dpa.",Frankfurt/Main,Fragen  Antworten,2015-11-12,Nach Einschätzung der EZB wird die Inflationsrate zunächst negativ oder niedrig bleiben und erst zum Jahreswechsel steigen.,"[['einschatz', 'ezb', 'inflationsrat', 'zunach', 'negativ', 'niedrig', 'bleib', 'erst', 'jahreswechsel', 'steig']]"
25198216,2516008,2516008,47289224.xml,wi,Preise Verbraucher,(Zusammenfassung 1045) Verbraucherpreise im Oktober auf niedrigem Niveau leicht gestiegen (Foto - Archiv).,Wiesbaden,Zusammenfassung,2015-11-12,"Insgesamt bleibt die Inflation trotz des Anstiegs weit von der Zielmarke der Europäischen Zentralbank (EZB) entfernt, die mittelfristig Raten von knapp unter 2,0 Prozent anstrebt.","[['insgesamt', 'bleibt', 'inflation', 'trotz', 'anstieg', 'weit', 'zielmark', 'europa', 'zentralbank', 'ezb', 'entfernt', 'mittelfrist', 'rat', 'knapp', 'prozent', 'anstrebt']]"
25210399,2528191,2528191,47351204.xml,wi,EU Preise Verbraucher,"Inflationsrate in der Eurozone steigt überraschend auf 0,1 Prozent.",Luxemburg,Meldung,2015-11-16,Die anhaltend schwache Inflation bereitet der Europäischen Zentralbank (EZB) Sorge.,"[['anhalt', 'schwach', 'inflation', 'bereitet', 'europa', 'zentralbank', 'ezb', 'sorg']]"
25210902,2528694,2528694,47353907.xml,wi,Banken Finanzen,(Zusammenfassung 1430) Minizinsen und Regulierung belasten Banken zunehmend (Foto - Archiv).,Frankfurt/Main,Zusammenfassung,2015-11-16,"EZB-Vizepräsident Vítor Constâncio bekräftigte, die Notenbank werde ihr Billionenprogramm zum Kauf von Staatsanleihen und anderen Wertpapieren laufen lassen, bis die Inflation sich wieder dem Zwei-Prozent-Ziel annähere: «Wir tun was wir tun können - im Namen unseres Mandates der Preisstabilität.»","[['ezbvizeprasident', 'vítor', 'constâncio', 'bekraftigt', 'notenbank', 'billionenprogramm', 'kauf', 'staatsanleih', 'wertpapi', 'lauf', 'lass', 'inflation', 'zweiprozentziel', 'annah', '«', 'tun', 'tun', 'nam', 'mandat', 'preisstabilitat', '»']]"
25215199,2532991,2532991,47368958.xml,wi,Währung Euro,(Zusammenfassung 1700) Eurokurs fällt auf den tiefsten Stand seit April.,Frankfurt/Main,Zusammenfassung,2015-11-17,EZB-Chefvolkswirt Peter Praet bekräftigte am Dienstag einmal mehr seine Sorgen über eine anhaltend niedrige Inflation sowie die Handlungsbereitschaft der EZB.,"[['ezbchefvolkswirt', 'pet', 'praet', 'bekraftigt', 'dienstag', 'mehr', 'sorg', 'anhalt', 'niedrig', 'inflation', 'sowi', 'handlungsbereitschaft', 'ezb']]"
25217003,2534795,2534795,47375957.xml,wi,Währung Euro,Euro weiter schwach.,Frankfurt/Main,Meldung,2015-11-18,EZB-Chefvolkswirt Peter Praet hatte am Dienstag einmal mehr Sorgen über die anhaltend niedrige Inflation bekräftigt.,"[['ezbchefvolkswirt', 'pet', 'praet', 'dienstag', 'mehr', 'sorg', 'anhalt', 'niedrig', 'inflation', 'bekraftigt']]"
25224794,2542586,2542586,47402791.xml,wi,Banken Finanzen EZB,(Zusammenfassung 1030) Draghi: EZB bereit zu weiteren Schritten gegen Mini-Inflation (Foto - aktuell).,Frankfurt/Main,Zusammenfassung,2015-11-20,"Die EZB strebt mittelfristig ein stabiles Preisniveau bei Teuerungsraten knapp unter 2,0 Prozent an.","[['ezb', 'strebt', 'mittelfrist', 'stabil', 'preisniveau', 'teuerungsrat', 'knapp', 'prozent']]"
25225033,2542825,2542825,47403760.xml,wi,Banken Finanzen Bundesbank,Bundesbank-Präsident warnt vor Ausweitung der EZB-Geldflut.,Frankfurt/Main,Meldung,2015-11-20,"In der EZB wird angesichts der nach wie vor extrem niedrigen Inflation diskutiert, dass im März gestartete milliardenschwere Kaufprogramm für Staatsanleihen und andere Wertpapiere auszuweiten.","[['ezb', 'angesicht', 'extr', 'niedrig', 'inflation', 'diskutiert', 'marz', 'gestartet', 'milliardenschw', 'kaufprogramm', 'staatsanleih', 'wertpapi', 'auszuweit']]"
25225517,2543309,2543309,47405848.xml,wi,Banken Finanzen EZB,(Zusammenfassung 1400 - mit: Aussagen Bundesbank-Präsident Weidmann) Draghi bereit zu Ausweitung der EZB-Geldflut - Weidmann bremst (Foto - aktuell).,Frankfurt/Main,Zusammenfassung,2015-11-20,"«Wir werden alles Notwendige tun, um die Inflation so schnell wie möglich wieder zu erhöhen», betonte EZB-Präsident Mario Draghi am Freitag bei einem Bankenkongress in Frankfurt.","[['«', 'notwend', 'tun', 'inflation', 'schnell', 'moglich', 'erhoh', '»', 'betont', 'ezbprasident', 'mario', 'draghi', 'freitag', 'bankenkongress', 'frankfurt']]"
25225530,2543322,2543322,47405848.xml,wi,Banken Finanzen EZB,(Zusammenfassung 1400 - mit: Aussagen Bundesbank-Präsident Weidmann) Draghi bereit zu Ausweitung der EZB-Geldflut - Weidmann bremst (Foto - aktuell).,Frankfurt/Main,Zusammenfassung,2015-11-20,"Die EZB strebt mittelfristig ein stabiles Preisniveau bei Teuerungsraten knapp unter 2,0 Prozent an.","[['ezb', 'strebt', 'mittelfrist', 'stabil', 'preisniveau', 'teuerungsrat', 'knapp', 'prozent']]"
25226783,2544575,2544575,47409589.xml,wi,Börsen,(Zusammenfassung 1815) Dax klettert dank Draghi auf Dreimonatshoch.,Frankfurt/Main,Zusammenfassung,2015-11-20,"«Wir werden alles Notwendige tun, um die Inflation so schnell wie möglich wieder zu erhöhen», sagte der Präsident der Europäischen Zentralbank (EZB).","[['«', 'notwend', 'tun', 'inflation', 'schnell', 'moglich', 'erhoh', '»', 'sagt', 'prasident', 'europa', 'zentralbank', 'ezb']]"
25227480,2545272,2545272,47411566.xml,wi,Börsen USA,(Zusammenfassung 2300) Notenbank-Politik hält Anleger an New Yorker Börsen bei Laune.,New York,Zusammenfassung,2015-11-20,So hatte EZB-Präsident Mario Draghi am Freitag die Entschlossenheit der Notenbank im Kampf gegen schwache Inflation bekräftigt.,"[['ezbprasident', 'mario', 'draghi', 'freitag', 'entschloss', 'notenbank', 'kampf', 'schwach', 'inflation', 'bekraftigt']]"
25235999,2553791,2553791,47443460.xml,wi,Konjunktur BIP Währung Euro,"(KORR-Bericht) Hoffnung für Exporteure: EZB-Geldschwemme schwächt den Euro Von Harald Schmidt und Jörn Bender, dpa (Foto - Archiv und Grafik Nr. 23313, 23358, 23357).",Frankfurt/Main,KORR-Bericht,2015-11-24,"Weil die Fed die Leitzinsen mittelfristig aber auf über ein Prozent erhöhen dürfte, würde der Kurs des Euro weiter unter Druck geraten, ist Experte Jan Holthusen von der DZ Bank überzeugt: «Dadurch würde zum einen der europäische Außenhandel unterstützt und zum anderen würden Importgüter verteuert, was wiederum der Absicht der EZB entgegen käme, die Inflationsrate in Richtung zwei Prozent zu treiben.» Zwar stellt Draghi immer wieder klar, dass die Notenbank keine Wechselkurs-Politik betreibt: «Das hat sie nie getan, und das tut sie jetzt nicht.» Allerdings räumt der Italiener auch ein, dass der Wechselkurs für die Preisstabilität und die Konjunktur wichtig ist.","[['fed', 'leitzins', 'mittelfrist', 'prozent', 'erhoh', 'durft', 'kur', 'euro', 'druck', 'gerat', 'expert', 'jan', 'holthus', 'dz', 'bank', 'uberzeugt', '«', 'dadurch', 'europa', 'aussenhandel', 'unterstutzt', 'importgut', 'verteuert', 'wiederum', 'absicht', 'ezb', 'entgeg', 'kam', 'inflationsrat', 'richtung', 'zwei', 'prozent', 'treib', '»', 'stellt', 'draghi', 'imm', 'klar', 'notenbank', 'kein', 'wechselkurspolit', 'betreibt', '«', 'nie', 'getan', 'tut', 'nicht', '»', 'allerding', 'raumt', 'itali', 'wechselkur', 'preisstabilitat', 'konjunktur', 'wichtig']]"
25240185,2557977,2557977,47457724.xml,wi,Banken Finanzen EZB Bundesbank,(Zusammenfassung 1430) Bundesbank: Minizinsen werden zur Gefahr - EZB erwägt neue Geldflut (Foto - Archiv).,Frankfurt/Main,Zusammenfassung,2015-11-25,"«Natürlich beeinflusst die niedrige Inflation die Finanzstabilität», sagte EZB-Vizepräsident Vítor Constâncio am Mittwoch in Frankfurt.","[['«', 'natur', 'beeinflusst', 'niedrig', 'inflation', 'finanzstabilitat', '»', 'sagt', 'ezbvizeprasident', 'vítor', 'constâncio', 'mittwoch', 'frankfurt']]"
25241358,2559150,2559150,47462698.xml,wi,Börsen Deutschland,(Zusammenfassung 1830) Hoffnung auf EZB treibt Dax kräftig an.,Frankfurt/Main,Zusammenfassung,2015-11-25,Die Europäische Zentralbank (EZB) diskutiert im Kampf gegen die lahmende Inflations- und Wirtschaftsentwicklung Medienberichten zufolge zusätzliche Stimulierungsmaßnahmen.,"[['europa', 'zentralbank', 'ezb', 'diskutiert', 'kampf', 'lahmend', 'inflation', 'wirtschaftsentwickl', 'medienbericht', 'zufolg', 'zusatz', 'stimulierungsmassnahm']]"
25248221,2566013,2566013,47490927.xml,wi,EZB Zinsen Konjunktur,"(KORR-Bericht) Draghi gegen die Mini-Inflation: EZB will Geldschleusen weiter öffnen Von Harald Schmidt und Jörn Bender, dpa (Foto - Archiv).",Frankfurt/Main,KORR-Bericht,2015-11-28,"EZB-Präsident Mario Draghi scheint zum Handeln entschlossen: «Wir werden alles Notwendige tun, um die Inflation so schnell wie möglich wieder zu erhöhen.» Klar ist: Während in den USA die erste Zinserhöhung seit der Finanzkrise ansteht, wird Geld im Euroraum noch lange extrem billig bleiben.","[['ezbprasident', 'mario', 'draghi', 'scheint', 'handeln', 'entschloss', '«', 'notwend', 'tun', 'inflation', 'schnell', 'moglich', 'erhoh', '»', 'klar', 'usa', 'erst', 'zinserhoh', 'seit', 'finanzkris', 'ansteht', 'geld', 'euroraum', 'lang', 'extr', 'billig', 'bleib']]"
